D,3,5,6,4,4,9,7,4,7,10,4,6,2,8,3,8
U,4,7,6,5,7,8,8,4,4,6,8,8,8,9,5,7
D,2,4,4,3,2,8,7,4,6,10,5,6,2,8,3,8
K,5,10,7,7,5,5,6,5,8,6,6,12,4,7,6,11
R,3,8,4,5,2,5,11,8,3,7,3,8,3,7,6,11
L,9,15,8,8,4,9,2,4,5,12,4,13,2,7,6,8
W,1,0,2,0,1,8,8,4,0,7,8,8,5,10,0,8
Z,4,9,6,6,5,9,10,5,4,6,5,7,3,9,9,4
I,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8
V,6,9,6,4,2,5,12,5,2,11,7,4,3,11,2,7
E,5,11,7,8,5,5,9,4,9,11,9,8,3,8,5,5
Q,3,3,4,4,3,7,8,5,3,8,8,10,3,9,5,8
V,3,9,4,7,3,9,9,3,1,6,12,8,3,10,1,8
T,2,7,3,5,1,6,14,0,6,8,11,8,0,8,0,8
A,2,5,4,4,2,7,2,2,2,6,2,8,2,7,2,7
K,6,11,6,8,5,3,6,7,4,7,8,12,3,8,3,11
F,2,3,4,2,1,6,11,2,5,13,6,4,1,10,1,8
N,5,8,7,6,4,6,9,2,4,9,8,8,6,7,2,7
E,4,7,6,5,4,9,6,2,8,11,5,8,4,7,6,10
T,7,10,9,8,7,6,7,7,8,7,8,9,4,10,7,7
M,4,5,7,3,4,8,6,3,4,9,6,8,8,6,2,8
T,4,9,5,7,3,5,14,1,6,9,10,7,0,8,0,8
X,4,7,6,5,3,6,8,1,8,10,8,9,3,8,3,7
G,2,4,2,2,1,6,7,5,5,9,7,10,2,8,4,9
F,5,10,5,7,2,1,14,5,4,12,10,6,0,8,2,5
G,1,0,2,1,1,8,6,6,5,6,5,9,1,8,5,10
S,3,6,5,4,5,9,7,4,3,8,5,8,4,8,10,9
Q,4,9,5,8,5,8,8,7,4,5,9,9,2,9,4,9
O,5,10,6,7,5,7,7,8,4,9,6,8,3,8,3,8
L,5,10,6,8,5,3,4,5,7,2,0,7,1,6,1,6
J,2,7,2,5,1,11,7,1,7,11,3,6,0,7,1,7
A,3,11,5,8,4,12,2,3,3,10,2,9,2,6,3,8
L,3,2,4,4,2,4,4,4,8,2,1,7,0,7,1,6
G,5,9,7,7,5,5,6,7,7,7,5,13,4,9,5,8
M,2,0,3,1,1,8,6,10,0,7,9,8,7,6,0,8
F,3,5,5,4,2,6,11,2,6,14,7,4,1,10,2,7
H,3,6,4,4,2,7,7,14,0,7,6,8,3,8,0,8
U,3,6,5,4,3,7,9,6,6,5,9,9,3,9,1,8
X,2,0,2,1,0,7,7,6,2,7,6,8,3,8,3,8
R,4,9,6,6,5,9,7,6,3,8,5,6,4,7,7,9
O,6,10,6,8,5,7,7,8,5,10,6,8,3,8,3,8
U,3,6,4,4,1,8,4,13,5,7,13,8,3,9,0,8
V,8,10,7,5,3,8,8,7,5,7,10,6,7,12,4,8
U,9,13,8,8,5,8,5,4,6,6,7,6,6,8,4,6
Q,4,10,6,9,6,8,7,8,5,6,4,8,3,8,4,7
U,10,12,8,6,4,6,5,5,6,3,8,7,5,9,2,6
G,5,10,6,7,4,6,7,7,7,9,8,11,2,8,5,9
H,1,0,1,0,0,7,7,10,2,7,6,8,2,8,0,8
N,5,11,5,8,5,7,7,13,1,6,6,8,6,8,1,9
M,5,11,6,8,4,8,7,12,2,6,9,8,9,6,0,8
V,7,8,7,6,4,4,12,1,2,9,10,7,6,11,2,7
V,2,1,4,2,1,6,12,2,3,8,11,8,2,11,1,8
X,5,10,8,8,4,8,7,4,10,6,6,8,4,6,8,9
F,2,7,3,4,1,1,12,5,4,11,10,7,0,8,3,7
J,2,2,3,4,1,10,6,2,7,12,3,8,1,6,1,7
Y,6,9,5,5,3,7,7,3,5,9,7,6,3,10,4,5
T,6,7,6,5,3,7,11,3,7,11,8,4,4,10,4,4
X,2,1,2,1,0,7,7,4,4,7,6,8,2,8,4,8
Z,4,9,4,6,2,7,7,4,14,9,6,8,0,8,8,8
E,5,9,4,4,2,7,8,4,7,9,6,9,1,9,7,9
S,3,4,5,3,2,8,7,2,7,10,5,8,1,9,5,8
D,4,8,6,6,8,9,7,5,6,7,5,6,5,6,8,7
V,4,9,6,7,3,6,11,2,4,7,12,9,3,10,1,8
U,2,3,3,2,1,6,8,5,7,9,7,8,3,9,3,6
L,2,6,3,4,2,8,3,3,6,7,2,7,1,6,2,8
L,3,7,4,5,2,0,1,4,5,1,1,7,0,8,0,8
W,4,9,6,7,5,10,10,3,3,5,9,7,7,11,1,8
L,6,10,7,8,6,6,6,7,6,6,5,8,5,7,4,10
Q,3,7,4,6,2,8,8,8,5,5,8,9,3,7,6,10
S,4,7,5,5,3,7,7,4,8,11,5,7,2,8,5,8
W,8,9,8,7,7,5,11,3,3,9,8,7,7,12,3,6
F,5,11,6,8,5,4,10,4,6,11,10,6,2,10,3,5
S,4,10,4,8,2,8,7,6,9,4,6,6,0,8,9,8
M,5,8,6,6,3,7,7,12,2,7,9,8,8,6,0,8
L,2,6,3,4,1,3,3,6,8,1,1,5,0,7,1,6
H,4,9,5,6,2,7,6,15,1,7,8,8,3,8,0,8
G,2,2,3,3,2,7,6,6,5,6,6,10,2,9,4,9
L,3,7,5,5,2,6,4,1,9,8,2,11,0,8,2,8
N,3,2,4,3,2,7,8,5,4,7,7,6,5,9,2,5
Y,3,9,4,7,2,6,11,0,4,8,11,8,0,10,0,8
W,5,9,7,7,7,10,11,2,2,6,8,7,9,13,2,8
T,2,8,3,5,1,8,13,0,6,6,11,8,0,8,0,8
C,2,0,2,1,1,6,7,6,10,7,6,14,0,8,4,9
W,6,10,6,7,7,4,10,2,3,9,8,8,7,11,2,7
H,5,10,7,8,7,8,8,7,6,7,6,7,3,8,3,7
N,4,5,4,3,3,7,8,5,5,7,6,6,5,10,2,5
X,2,2,3,3,2,8,7,3,8,6,6,7,2,8,5,7
D,3,7,5,5,6,9,8,4,4,7,6,5,4,9,7,5
N,1,0,2,1,0,7,7,11,0,5,6,8,4,8,0,8
F,5,5,5,7,2,1,15,5,3,12,9,4,0,8,3,6
